PDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,ZIP
5/29/2016,83,69,55,95113
5/30/2016,83,69,54,95113
5/31/2016,89,74,58,95113
6/1/2016,82,71,59,95113
6/2/2016,86,71,55,95113
6/3/2016,95,78,60,95113
6/4/2016,89,75,61,95113
6/5/2016,88,74,59,95113
6/6/2016,77,67,57,95113
6/7/2016,79,69,59,95113
6/8/2016,74,67,60,95113
6/9/2016,72,66,59,95113
6/10/2016,73,65,56,95113
6/11/2016,86,70,53,95113
6/12/2016,84,72,59,95113
6/13/2016,75,67,58,95113
6/14/2016,72,63,54,95113
6/15/2016,70,61,51,95113
6/16/2016,77,65,52,95113
6/17/2016,79,69,58,95113
6/18/2016,77,68,58,95113
6/19/2016,87,73,59,95113
6/20/2016,85,72,59,95113
6/21/2016,90,75,59,95113
6/22/2016,75,66,56,95113
6/23/2016,82,68,54,95113
6/24/2016,82,69,56,95113
6/25/2016,90,75,60,95113
6/26/2016,88,74,59,95113
6/27/2016,87,73,59,95113
6/28/2016,84,72,60,95113
6/29/2016,73,65,56,95113
6/30/2016,86,71,56,95113
7/1/2016,81,69,56,95113
7/2/2016,81,68,55,95113
7/3/2016,81,69,57,95113
7/4/2016,80,68,56,95113
7/5/2016,77,67,57,95113
7/6/2016,75,65,55,95113
7/7/2016,73,65,57,95113
7/8/2016,78,69,59,95113
7/9/2016,80,70,60,95113
7/10/2016,79,67,55,95113
7/11/2016,84,71,58,95113
7/12/2016,79,68,56,95113
7/13/2016,89,62,34,95113
7/14/2016,86,73,60,95113
7/15/2016,82,69,55,95113
7/16/2016,82,70,57,95113
7/17/2016,80,68,56,95113
7/18/2016,73,66,58,95113
7/19/2016,75,66,57,95113
7/20/2016,80,68,56,95113
7/21/2016,78,68,57,95113
7/22/2016,85,71,56,95113
7/23/2016,89,74,59,95113
7/24/2016,85,72,59,95113
7/25/2016,84,70,56,95113
7/26/2016,94,78,61,95113
7/27/2016,91,78,64,95113
7/28/2016,86,74,61,95113
7/29/2016,84,72,60,95113
7/30/2016,81,71,60,95113
7/31/2016,79,69,59,95113
8/1/2016,79,69,59,95113
8/2/2016,81,69,57,95113
8/3/2016,82,70,57,95113
8/4/2016,74,66,58,95113
8/5/2016,78,68,58,95113
8/6/2016,75,67,58,95113
8/7/2016,78,67,55,95113
8/8/2016,81,69,57,95113
8/9/2016,85,71,57,95113
8/10/2016,84,70,56,95113
8/11/2016,81,69,56,95113
8/12/2016,80,70,60,95113
8/13/2016,88,74,59,95113
8/14/2016,85,73,60,95113
8/15/2016,79,70,60,95113
8/16/2016,82,71,59,95113
8/17/2016,82,71,59,95113
8/18/2016,80,71,61,95113
8/19/2016,78,68,58,95113
8/20/2016,76,69,61,95113
8/21/2016,78,69,60,95113
8/22/2016,77,69,60,95113
8/23/2016,81,71,60,95113
8/24/2016,78,69,60,95113
8/25/2016,76,68,60,95113
8/26/2016,81,71,60,95113
8/27/2016,78,70,61,95113
8/28/2016,79,70,60,95113
8/29/2016,76,68,60,95113
8/30/2016,81,70,59,95113
8/31/2016,78,69,60,95113
